10000 162.168
20000 420.158
30000 437.817
40000 292.238
50000 214.772
60000 222.066
70000 324.562
80000 182.793
90000 136.495
100000 33.722
110000 9.56
120000 11.766
130000 8.751
140000 6.991
150000 4.76
160000 39.356
